Date: 4/25/2026

Start, Stop, Increment
Energy UDP
Start: 970.00000000
Stop: 1010.00000000
Increment: 0.20000000
Delay After Move (s): 0.10000000
Count Time (s): 1.00000000
Scan Number: 1
Bi-directional: No
Stay at End: 1
Description Length: 0

Time (s)	Energy UDP	Izero	TEY	Filtered TEY	Filtered Izero	AI 2	AI 3_AWG	Channeltron	SSD CH 1	SSD CH 2	SSD CH 3	SSD CH 4	SSD CH 5	SSD CH 6	Beam Current	X Position	Y Position	Z Position	Ortec Counter	Gate	Gate 2	DioLaserOn	DioLaserOff	TFY_laserOn	TFY_laserOff
733.76800000	969.98894193	0.33464430	0.00092619	0.00000000	0.00000000	0.00000000	0.00000000	4814.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	500.11093948	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
3.19200000	970.21402603	0.32859863	0.00090315	0.00000000	0.00000000	0.00000000	0.00000000	4583.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	500.04174780	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
7.93800000	970.41106034	0.32844968	0.00093129	0.00000000	0.00000000	0.00000000	0.00000000	4526.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	500.77386450	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
11.34100000	970.60113352	0.32805405	0.00094084	0.00000000	0.00000000	0.00000000	0.00000000	4583.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	500.70304985	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
15.90700000	970.80536916	0.32417681	0.00094495	0.00000000	0.00000000	0.00000000	0.00000000	4559.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	500.59290914	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
19.79800000	971.00264376	0.32873456	0.00093031	0.00000000	0.00000000	0.00000000	0.00000000	4789.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	500.50698828	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
24.76500000	971.20704843	0.32870478	0.00089805	0.00000000	0.00000000	0.00000000	0.00000000	4604.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	500.38740099	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
28.87300000	971.43269831	0.33116814	0.00089147	0.00000000	0.00000000	0.00000000	0.00000000	4630.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	500.28662362	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
33.30300000	971.60200455	0.32292637	0.00094347	0.00000000	0.00000000	0.00000000	0.00000000	4694.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	500.18931416	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
36.14100000	971.80666169	0.32923208	0.00093837	0.00000000	0.00000000	0.00000000	0.00000000	4550.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	500.12040686	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
