Date: 4/25/2026

Start, Stop, Increment
Energy UDP
Start: 970.00000000
Stop: 1010.00000000
Increment: 0.20000000
Delay After Move (s): 0.10000000
Count Time (s): 1.00000000
Scan Number: 1
Bi-directional: No
Stay at End: 1
Description Length: 0

Time (s)	Energy UDP	Izero	TEY	Filtered TEY	Filtered Izero	AI 2	AI 3_AWG	Channeltron	SSD CH 1	SSD CH 2	SSD CH 3	SSD CH 4	SSD CH 5	SSD CH 6	Beam Current	X Position	Y Position	Z Position	Ortec Counter	Gate	Gate 2	DioLaserOn	DioLaserOff	TFY_laserOn	TFY_laserOff
843.83300000	970.01003912	0.32993712	0.00094956	0.00000000	0.00000000	0.00000000	0.00000000	11905.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	500.10539082	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
3.24400000	970.21402603	0.31795767	0.00095088	0.00000000	0.00000000	0.00000000	0.00000000	10902.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	500.03520040	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
8.89000000	970.43217591	0.30639937	0.00095285	0.00000000	0.00000000	0.00000000	0.00000000	9871.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	500.84162740	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
12.85900000	970.59409245	0.31490496	0.00095187	0.00000000	0.00000000	0.00000000	0.00000000	10308.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	500.76013159	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
17.67800000	970.79832512	0.31864609	0.00094709	0.00000000	0.00000000	0.00000000	0.00000000	10108.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	500.64548260	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
21.58700000	971.00264376	0.33000295	0.00094166	0.00000000	0.00000000	0.00000000	0.00000000	10706.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	500.55823007	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
26.23300000	971.20704843	0.32648663	0.00095220	0.00000000	0.00000000	0.00000000	0.00000000	10707.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	500.44899101	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
31.51200000	971.43975156	0.32709770	0.00093969	0.00000000	0.00000000	0.00000000	0.00000000	10227.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	500.33258032	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
35.27000000	971.60906026	0.32724187	0.00094314	0.00000000	0.00000000	0.00000000	0.00000000	9940.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	500.24868473	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
40.22100000	971.80666169	0.32800500	0.00095187	0.00000000	0.00000000	0.00000000	0.00000000	9852.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	500.13352942	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
43.47300000	972.01140506	0.32539632	0.00093837	0.00000000	0.00000000	0.00000000	0.00000000	9047.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	500.05662512	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
48.30800000	972.20210577	0.32038829	0.00096042	0.00000000	0.00000000	0.00000000	0.00000000	8733.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	500.99733640	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
51.51700000	972.40701584	0.32165436	0.00095713	0.00000000	0.00000000	0.00000000	0.00000000	8516.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	500.91382921	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
54.83000000	972.61201230	0.32352921	0.00093870	0.00000000	0.00000000	0.00000000	0.00000000	8421.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	500.84208400	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
58.26300000	972.81002195	0.32053410	0.00094117	0.00000000	0.00000000	0.00000000	0.00000000	8181.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	500.76783034	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
62.56600000	972.99396027	0.32571938	0.00096355	0.00000000	0.00000000	0.00000000	0.00000000	8490.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	500.66330764	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
67.32700000	973.20628325	0.32863121	0.00093310	0.00000000	0.00000000	0.00000000	0.00000000	8276.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	500.55788328	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
70.96300000	973.41161690	0.32489601	0.00094874	0.00000000	0.00000000	0.00000000	0.00000000	8091.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	500.47868323	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
