Date: 4/25/2026

Start, Stop, Increment
Energy UDP
Start: 970.00000000
Stop: 1010.00000000
Increment: 0.20000000
Delay After Move (s): 0.10000000
Count Time (s): 1.00000000
Scan Number: 1
Bi-directional: No
Stay at End: 1
Description Length: 0

Time (s)	Energy UDP	Izero	TEY	Filtered TEY	Filtered Izero	AI 2	AI 3_AWG	Channeltron	SSD CH 1	SSD CH 2	SSD CH 3	SSD CH 4	SSD CH 5	SSD CH 6	Beam Current	X Position	Y Position	Z Position	Ortec Counter	Gate	Gate 2	DioLaserOn	DioLaserOff	TFY_laserOn	TFY_laserOff
937.08100000	970.01707173	0.33001924	0.00093097	0.00000000	0.00000000	0.00000000	0.00000000	4897.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	499.83690550	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
3.17900000	970.21402603	0.31441996	0.00095516	0.00000000	0.00000000	0.00000000	0.00000000	4494.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	499.75194178	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
7.49400000	970.41106034	0.31092948	0.00092339	0.00000000	0.00000000	0.00000000	0.00000000	4418.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	499.66656192	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
10.40500000	970.60113352	0.31026278	0.00093640	0.00000000	0.00000000	0.00000000	0.00000000	4545.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	500.59110582	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
13.61800000	970.80536916	0.32412546	0.00095384	0.00000000	0.00000000	0.00000000	0.00000000	4621.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	500.51890401	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
16.70000000	971.00264376	0.32940241	0.00093870	0.00000000	0.00000000	0.00000000	0.00000000	4846.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	500.44923376	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
19.40600000	971.20704843	0.33167141	0.00095368	0.00000000	0.00000000	0.00000000	0.00000000	4907.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	500.38712356	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
22.32800000	971.41153918	0.32947186	0.00094775	0.00000000	0.00000000	0.00000000	0.00000000	4826.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	500.31304907	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
25.66700000	971.60906026	0.33243159	0.00094397	0.00000000	0.00000000	0.00000000	0.00000000	5049.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	500.22974996	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
28.26900000	971.80666169	0.33455132	0.00094216	0.00000000	0.00000000	0.00000000	0.00000000	4920.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	500.17091345	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
